Organizationcode,organizationid,Organizationname,Schoolyear,Test Administration (group),Test Subject,Percent Taking WaAIM,Denominator ExcludingPP,PercentMet IncludingPP
2822,103288,Ahtanum Valley Elementary,2017-18,General,Math,,118,68.6%
2823,100347,Parkway Elementary,2017-18,General,English Language Arts,1.06%,187,49.1%
2823,100347,Parkway Elementary,2017-18,General,Math,1.06%,187,37.9%
2823,100347,Parkway Elementary,2017-18,General,Science,,56,48.2%
2824,100361,Eastgate Elementary School,2017-18,General,English Language Arts,,304,34.5%
2824,100361,Eastgate Elementary School,2017-18,General,Math,,303,24.7%
2824,100361,Eastgate Elementary School,2017-18,General,Science,,93,36.5%
2825,100362,Westgate Elementary School,2017-18,General,English Language Arts,,262,41.6%
2825,100362,Westgate Elementary School,2017-18,General,Math,,260,31.9%
2825,100362,Westgate Elementary School,2017-18,General,Science,,84,28.5%
2826,100363,Kennewick High School,2017-18,General,English Language Arts,0.73%,406,67.2%
2826,100363,Kennewick High School,2017-18,General,Math,0.74%,402,31.0%
2826,100363,Kennewick High School,2017-18,General,Science,1.12%,354,12.4%
2827,100448,Alpine Lakes Elementary,2017-18,General,English Language Arts,1.03%,289,63.3%
2827,100448,Alpine Lakes Elementary,2017-18,General,Math,1.03%,289,53.9%
2827,100448,Alpine Lakes Elementary,2017-18,General,Science,,97,72.1%
2828,100532,Walnut Grove Elementary,2017-18,General,English Language Arts,,382,45.5%
2828,100532,Walnut Grove Elementary,2017-18,General,Math,,381,40.9%
2828,100532,Walnut Grove Elementary,2017-18,General,Science,,123,44.7%
2829,100593,Mill Plain Elementary School,2017-18,General,English Language Arts,4.05%,237,54.4%
2829,100593,Mill Plain Elementary School,2017-18,General,Math,4.07%,236,45.3%
2829,100593,Mill Plain Elementary School,2017-18,General,Science,2.60%,75,53.3%
2830,100657,Dayton Elementary School,2017-18,General,English Language Arts,0.99%,100,62.0%
2830,100657,Dayton Elementary School,2017-18,General,Math,0.99%,100,53.0%
2830,100657,Dayton Elementary School,2017-18,General,Science,,35,60.0%
2831,100670,Monticello Middle School,2017-18,General,English Language Arts,0.79%,501,50.6%
2831,100670,Monticello Middle School,2017-18,General,Math,0.79%,501,51.0%
2831,100670,Monticello Middle School,2017-18,General,Science,1.20%,165,41.8%
2832,100827,Peninsula Elementary,2017-18,General,English Language Arts,,243,46.5%
2832,100827,Peninsula Elementary,2017-18,General,Math,,243,39.9%
2832,100827,Peninsula Elementary,2017-18,General,Science,,79,35.4%
2833,100828,Knolls Vista Elementary,2017-18,General,English Language Arts,,219,38.8%
2833,100828,Knolls Vista Elementary,2017-18,General,Math,,218,35.3%
2833,100828,Knolls Vista Elementary,2017-18,General,Science,,74,41.8%
2834,100863,A J West Elementary,2017-18,General,English Language Arts,1.25%,237,32.9%
2834,100863,A J West Elementary,2017-18,General,Math,1.25%,237,30.3%
2834,100863,A J West Elementary,2017-18,General,Science,1.59%,62,40.3%
2835,100886,Mccleary Elem,2017-18,General,English Language Arts,1.63%,181,58.0%
2835,100886,Mccleary Elem,2017-18,General,Math,1.63%,181,41.9%
2835,100886,Mccleary Elem,2017-18,General,Science,1.72%,57,52.6%
2836,100947,Brinnon Elementary,2017-18,General,English Language Arts,,46,67.3%
2836,100947,Brinnon Elementary,2017-18,General,Math,,46,43.4%
2836,100947,Brinnon Elementary,2017-18,General,Science,,16,43.7%
2838,101106,Catharine Blaine K-8 School,2017-18,General,English Language Arts,,477,79.4%
2838,101106,Catharine Blaine K-8 School,2017-18,General,Math,,477,79.4%
2838,101106,Catharine Blaine K-8 School,2017-18,General,Science,,161,79.5%
2839,101107,David T. Denny International Middle School,2017-18,General,English Language Arts,1.55%,825,49.6%
2839,101107,David T. Denny International Middle School,2017-18,General,Math,1.55%,825,47.7%
2839,101107,David T. Denny International Middle School,2017-18,General,Science,0.79%,250,36.0%
2841,101187,Lakeland Elementary School,2017-18,General,English Language Arts,,209,50.7%
2841,101187,Lakeland Elementary School,2017-18,General,Math,,209,50.7%
2841,101187,Lakeland Elementary School,2017-18,General,Science,,74,51.3%
2842,101266,Shorewood Elementary,2017-18,General,English Language Arts,5.88%,336,63.6%
2842,101266,Shorewood Elementary,2017-18,General,Math,5.88%,336,63.0%
2842,101266,Shorewood Elementary,2017-18,General,Science,4.71%,81,64.1%
2844,101268,Gregory Heights Elementary,2017-18,General,English Language Arts,0.82%,365,52.3%
2844,101268,Gregory Heights Elementary,2017-18,General,Math,0.54%,367,48.7%
2844,101268,Gregory Heights Elementary,2017-18,General,Science,1.37%,72,43.0%
2846,101358,Enatai Elementary School,2017-18,General,English Language Arts,,262,70.9%
2846,101358,Enatai Elementary School,2017-18,General,Math,,265,73.9%
2846,101358,Enatai Elementary School,2017-18,General,Science,,93,72.0%
2847,101359,Clyde Hill Elementary,2017-18,General,English Language Arts,,307,77.5%
2847,101359,Clyde Hill Elementary,2017-18,General,Math,,314,78.9%
2847,101359,Clyde Hill Elementary,2017-18,General,Science,,99,75.7%
2848,101398,Foster Senior High School,2017-18,General,English Language Arts,,245,52.2%
2848,101398,Foster Senior High School,2017-18,General,Math,,246,33.7%
2848,101398,Foster Senior High School,2017-18,General,Science,,197,17.7%
2849,101435,Tahoma Senior High School,2017-18,General,English Language Arts,1.37%,646,86.5%
2849,101435,Tahoma Senior High School,2017-18,General,Math,1.22%,648,56.3%
2849,101435,Tahoma Senior High School,2017-18,General,Science,1.13%,612,36.9%
2850,101450,Mount Si High School,2017-18,General,English Language Arts,0.91%,435,85.7%
2850,101450,Mount Si High School,2017-18,General,Math,0.91%,437,64.5%
2850,101450,Mount Si High School,2017-18,General,Science,1.32%,448,9.1%
2851,101575,East Hill Elementary School,2017-18,General,English Language Arts,,312,37.1%
2851,101575,East Hill Elementary School,2017-18,General,Math,,313,32.5%
2851,101575,East Hill Elementary School,2017-18,General,Science,,69,33.3%
2853,101672,View Ridge Elementary Arts Academy,2017-18,General,English Language Arts,1.38%,215,47.9%
2853,101672,View Ridge Elementary Arts Academy,2017-18,General,Math,1.37%,216,45.8%
2853,101672,View Ridge Elementary Arts Academy,2017-18,General,Science,1.52%,65,46.1%
2854,101705,Hilder Pearson Elementary,2017-18,General,English Language Arts,,138,63.0%
2854,101705,Hilder Pearson Elementary,2017-18,General,Math,,138,50.7%
2854,101705,Hilder Pearson Elementary,2017-18,General,Science,,43,72.0%
2856,101808,Goldendale High School,2017-18,General,English Language Arts,2.90%,67,74.6%
2856,101808,Goldendale High School,2017-18,General,Math,2.90%,67,41.7%
2856,101808,Goldendale High School,2017-18,General,Science,,67,50.7%
2858,101852,Pe Ell School,2017-18,General,English Language Arts,,132,62.8%
2858,101852,Pe Ell School,2017-18,General,Math,,132,45.4%
2858,101852,Pe Ell School,2017-18,General,Science,,58,41.3%
2859,101865,White Pass Jr. Sr. High School,2017-18,General,English Language Arts,,108,53.7%
2859,101865,White Pass Jr. Sr. High School,2017-18,General,Math,,108,24.0%
2859,101865,White Pass Jr. Sr. High School,2017-18,General,Science,,68,33.8%
2860,101885,Almira Elementary School,2017-18,General,English Language Arts,,82,76.8%
2860,101885,Almira Elementary School,2017-18,General,Math,,82,65.8%
2860,101885,Almira Elementary School,2017-18,General,Science,,29,86.2%
2862,101888,Creston Elementary,2017-18,General,English Language Arts,,28,57.1%
2862,101888,Creston Elementary,2017-18,General,Math,,28,57.1%
2862,101888,Creston Elementary,2017-18,General,Science,,4,
2863,101889,Creston Jr-Sr High School,2017-18,General,English Language Arts,,18,50.0%
2863,101889,Creston Jr-Sr High School,2017-18,General,Math,,17,41.1%
2863,101889,Creston Jr-Sr High School,2017-18,General,Science,,16,56.2%
2864,101883,Reardan Elementary School,2017-18,General,English Language Arts,,89,61.7%
2864,101883,Reardan Elementary School,2017-18,General,Math,,89,57.3%
2865,101924,Pioneer Middle School,2017-18,General,English Language Arts,1.54%,255,52.5%
2865,101924,Pioneer Middle School,2017-18,General,Math,1.56%,252,36.1%
2865,101924,Pioneer Middle School,2017-18,General,Science,1.06%,93,64.5%
2868,101998,Naselle-Grays River Valley Elementary,2017-18,General,English Language Arts,1.14%,87,70.1%
2868,101998,Naselle-Grays River Valley Elementary,2017-18,General,Math,1.14%,87,54.0%
2868,101998,Naselle-Grays River Valley Elementary,2017-18,General,Science,3.70%,26,34.6%
2870,102047,Karshner Elementary,2017-18,General,English Language Arts,,198,58.0%
2870,102047,Karshner Elementary,2017-18,General,Math,,198,51.0%
2870,102047,Karshner Elementary,2017-18,General,Science,,53,33.9%
2871,102132,Edison,2017-18,General,English Language Arts,,210,61.9%
2871,102132,Edison,2017-18,General,Math,,211,49.7%
2871,102132,Edison,2017-18,General,Science,,78,29.4%
2872,102133,Browns Point,2017-18,General,English Language Arts,1.67%,236,76.6%
2872,102133,Browns Point,2017-18,General,Math,1.25%,237,65.8%
2872,102133,Browns Point,2017-18,General,Science,,74,66.2%
2874,102135,Whitman,2017-18,General,English Language Arts,3.43%,197,38.5%
2874,102135,Whitman,2017-18,General,Math,3.43%,197,35.0%
2874,102135,Whitman,2017-18,General,Science,3.28%,59,33.8%
2875,102184,Maple Lawn Elementary,2017-18,General,English Language Arts,1.69%,350,70.0%
2875,102184,Maple Lawn Elementary,2017-18,General,Math,1.69%,350,64.5%
2875,102184,Maple Lawn Elementary,2017-18,General,Science,3.70%,104,57.6%
2876,102271,Franklin Pierce High School,2017-18,General,English Language Arts,3.83%,301,63.4%
2876,102271,Franklin Pierce High School,2017-18,General,Math,3.83%,301,27.9%
2876,102271,Franklin Pierce High School,2017-18,General,Science,2.02%,243,27.5%
2877,102294,Elk Plain School of Choice,2017-18,General,English Language Arts,,414,64.0%
2877,102294,Elk Plain School of Choice,2017-18,General,Math,,414,63.0%
2877,102294,Elk Plain School of Choice,2017-18,General,Science,,153,67.3%
2879,102352,Friday Harbor High School,2017-18,General,English Language Arts,2.82%,69,81.1%
2879,102352,Friday Harbor High School,2017-18,General,Math,2.82%,69,57.9%
2879,102352,Friday Harbor High School,2017-18,General,Science,1.85%,53,58.4%
2880,102407,Washington Elementary School,2017-18,General,English Language Arts,3.17%,214,40.6%
2880,102407,Washington Elementary School,2017-18,General,Math,2.71%,215,46.9%
2880,102407,Washington Elementary School,2017-18,General,Science,2.70%,72,33.3%
2882,102425,Carson Elementary,2017-18,General,English Language Arts,0.75%,264,36.7%
2882,102425,Carson Elementary,2017-18,General,Math,0.75%,265,36.9%
2882,102425,Carson Elementary,2017-18,General,Science,,66,39.3%
2883,102446,Hawthorne Elementary School,2017-18,General,English Language Arts,,208,45.6%
2883,102446,Hawthorne Elementary School,2017-18,General,Math,,209,44.0%
2883,102446,Hawthorne Elementary School,2017-18,General,Science,,64,37.5%
2884,102473,Mt. Pilchuck Elementary School,2017-18,General,English Language Arts,2.88%,337,61.1%
2884,102473,Mt. Pilchuck Elementary School,2017-18,General,Math,2.88%,337,54.5%
2884,102473,Mt. Pilchuck Elementary School,2017-18,General,Science,3.77%,102,63.7%
2885,102474,Hillcrest Elementary School,2017-18,General,English Language Arts,,419,59.1%
2885,102474,Hillcrest Elementary School,2017-18,General,Math,,419,64.9%
2885,102474,Hillcrest Elementary School,2017-18,General,Science,,124,58.0%
2886,102488,Fairmount Elementary,2017-18,General,English Language Arts,2.50%,312,45.1%
2886,102488,Fairmount Elementary,2017-18,General,Math,2.50%,312,34.6%
2886,102488,Fairmount Elementary,2017-18,General,Science,3.60%,107,41.1%
2887,102518,Martha Lake Elementary,2017-18,General,English Language Arts,,273,55.6%
2887,102518,Martha Lake Elementary,2017-18,General,Math,,273,48.7%
2887,102518,Martha Lake Elementary,2017-18,General,Science,,65,46.1%
2888,102519,Terrace Park Elementary,2017-18,General,English Language Arts,,160,49.3%
2888,102519,Terrace Park Elementary,2017-18,General,Math,,160,46.2%
2888,102519,Terrace Park Elementary,2017-18,General,Science,,39,58.9%
2890,102760,Medical Lake High School,2017-18,General,English Language Arts,0.81%,122,75.4%
2890,102760,Medical Lake High School,2017-18,General,Math,0.81%,122,40.9%
2890,102760,Medical Lake High School,2017-18,General,Science,0.81%,123,55.2%
2892,102787,Broadway Elementary,2017-18,General,English Language Arts,,214,41.1%
2892,102787,Broadway Elementary,2017-18,General,Math,,213,30.5%
2892,102787,Broadway Elementary,2017-18,General,Science,,68,41.1%
2893,103003,Julius A Wendt Elementary/John C Thomas Middle School,2017-18,General,English Language Arts,1.25%,237,54.8%
2893,103003,Julius A Wendt Elementary/John C Thomas Middle School,2017-18,General,Math,1.24%,238,50.8%
2893,103003,Julius A Wendt Elementary/John C Thomas Middle School,2017-18,General,Science,2.86%,68,51.4%
2894,103141,Leonard M Jennings Elementary,2017-18,General,English Language Arts,,159,83.0%
2894,103141,Leonard M Jennings Elementary,2017-18,General,Math,,159,81.7%
2894,103141,Leonard M Jennings Elementary,2017-18,General,Science,,39,74.3%
2895,103147,Garfield Elementary,2017-18,General,English Language Arts,,29,72.4%
2895,103147,Garfield Elementary,2017-18,General,Math,,29,58.6%
2895,103147,Garfield Elementary,2017-18,General,Science,,6,
2896,103148,Garfield Middle School,2017-18,General,English Language Arts,,25,72.0%
2896,103148,Garfield Middle School,2017-18,General,Math,,25,60.0%
2896,103148,Garfield Middle School,2017-18,General,Science,,9,
2898,103171,Naches Valley Middle School,2017-18,General,English Language Arts,0.50%,398,52.0%
2898,103171,Naches Valley Middle School,2017-18,General,Math,0.25%,400,45.7%
2898,103171,Naches Valley Middle School,2017-18,General,Science,0.53%,189,55.5%
2899,103190,Mcclure Elementary School,2017-18,General,English Language Arts,,285,39.2%
2899,103190,Mcclure Elementary School,2017-18,General,Math,0.35%,286,33.2%
2899,103190,Mcclure Elementary School,2017-18,General,Science,,86,40.6%
2900,103252,Toppenish High School,2017-18,General,English Language Arts,3.54%,245,46.5%
2900,103252,Toppenish High School,2017-18,General,Math,3.53%,246,13.4%
2900,103252,Toppenish High School,2017-18,General,Science,2.88%,202,18.8%
2902,100331,Lutacaga Elementary,2017-18,General,English Language Arts,1.79%,274,29.1%
2902,100331,Lutacaga Elementary,2017-18,General,Math,1.80%,273,42.1%
2902,100331,Lutacaga Elementary,2017-18,General,Science,3.26%,89,30.3%
2903,100337,Lind-Ritzville High School,2017-18,General,English Language Arts,,14,57.1%
2903,100337,Lind-Ritzville High School,2017-18,General,Math,,14,
2903,100337,Lind-Ritzville High School,2017-18,General,Science,,14,35.7%
2904,100389,Kiona-Benton City High School,2017-18,General,English Language Arts,4.59%,104,46.1%
2904,100389,Kiona-Benton City High School,2017-18,General,Math,4.67%,102,25.4%
2904,100389,Kiona-Benton City High School,2017-18,General,Science,1.82%,108,36.1%
2905,100400,Whitstran Elementary,2017-18,General,English Language Arts,,146,32.8%
2905,100400,Whitstran Elementary,2017-18,General,Math,,147,34.6%
2905,100400,Whitstran Elementary,2017-18,General,Science,,49,42.8%
2906,100401,Housel Middle School,2017-18,General,English Language Arts,0.97%,612,40.3%
2906,100401,Housel Middle School,2017-18,General,Math,0.97%,612,34.9%
2906,100401,Housel Middle School,2017-18,General,Science,,208,39.4%
2907,100463,Washington Elementary School,2017-18,General,English Language Arts,2.72%,286,66.0%
2907,100463,Washington Elementary School,2017-18,General,Math,2.73%,285,65.2%
2907,100463,Washington Elementary School,2017-18,General,Science,5.15%,92,52.1%
2908,100480,Port Angeles High School,2017-18,General,English Language Arts,0.70%,283,78.0%
2908,100480,Port Angeles High School,2017-18,General,Math,0.70%,283,48.0%
2908,100480,Port Angeles High School,2017-18,General,Science,0.75%,266,21.0%
2909,100481,Franklin Elementary,2017-18,General,English Language Arts,3.10%,219,55.7%
2909,100481,Franklin Elementary,2017-18,General,Math,3.10%,219,56.1%
2909,100481,Franklin Elementary,2017-18,General,Science,5.00%,57,59.6%
